# Table format: XY
# axis1_unit = null
# axis2_unit = m
# axis3_unit = m
# axis4_unit = m
# axis5_unit = m
# axis6_unit = m
# axis7_unit = m**3
# axis8_unit = m**2
#C	COGx        	COGy        	COGz        	hfl/minPt   	hfl/refPt   	vol         	FS area     
# Orientation 1 : pitch = -20.0 degree ;   roll = -15.0 degree
31	-1.467587E-01	1.149753E-01	1.257055E-01	5.929039E-01	3.002887E-01	3.308334E-01	1.101718E+00
32	-1.514761E-01	1.186597E-01	1.080068E-01	5.629039E-01	2.702887E-01	2.978064E-01	1.098417E+00
33	-1.581738E-01	1.237726E-01	8.979850E-02	5.329039E-01	2.402887E-01	2.650465E-01	1.083586E+00
34	-1.668731E-01	1.301717E-01	7.109545E-02	5.029039E-01	2.102887E-01	2.329104E-01	1.056834E+00
35	-1.776217E-01	1.377517E-01	5.190340E-02	4.729039E-01	1.802887E-01	2.017557E-01	1.018163E+00
36	-1.904772E-01	1.464618E-01	3.221940E-02	4.429039E-01	1.502887E-01	1.719399E-01	9.675716E-01
37	-2.054613E-01	1.563391E-01	1.203503E-02	4.129039E-01	1.202887E-01	1.438205E-01	9.050598E-01
38	-2.224476E-01	1.675791E-01	-8.653998E-03	3.829039E-01	9.028867E-02	1.177554E-01	8.306283E-01
39	-2.408905E-01	1.806825E-01	-2.982250E-02	3.529039E-01	6.028867E-02	9.410209E-02	7.442767E-01
40	-2.593313E-01	1.966946E-01	-5.136533E-02	3.229039E-01	3.028867E-02	7.320267E-02	6.484250E-01
41	-2.766661E-01	2.166615E-01	-7.323577E-02	2.929039E-01	2.886653E-04	5.519941E-02	5.517885E-01
42	-2.927608E-01	2.409813E-01	-9.546294E-02	2.629039E-01	-2.971133E-02	4.009531E-02	4.551523E-01
43	-3.079962E-01	2.683176E-01	-1.179373E-01	2.329039E-01	-5.971133E-02	2.788788E-02	3.592196E-01
44	-3.231427E-01	2.959657E-01	-1.404373E-01	2.029039E-01	-8.971133E-02	1.843982E-02	2.726387E-01
45	-3.382892E-01	3.236139E-01	-1.629374E-01	1.729039E-01	-1.197113E-01	1.141035E-02	1.979775E-01
46	-3.534358E-01	3.512620E-01	-1.854374E-01	1.429039E-01	-1.497113E-01	6.441946E-03	1.352367E-01
47	-3.685823E-01	3.789102E-01	-2.079374E-01	1.129039E-01	-1.797113E-01	3.176960E-03	8.441590E-02
48	-3.837288E-01	4.065583E-01	-2.304373E-01	8.290391E-02	-2.097113E-01	1.257796E-03	4.551520E-02
49	-3.988754E-01	4.342065E-01	-2.529374E-01	5.290391E-02	-2.397113E-01	3.268482E-04	1.853448E-02
50	-4.140218E-01	4.618546E-01	-2.754374E-01	2.290391E-02	-2.697113E-01	2.652221E-05	3.473944E-03
51	-4.255705E-01	4.829353E-01	-2.925928E-01	0.000000E+00	-2.926152E-01	0.000000E+00	0.000000E+00
# Orientation 2 : pitch = -16.0 degree ;   roll = -15.0 degree
1	-1.331226E-01	1.294095E-01	4.642538E-01	1.452938E+00	1.190723E+00	1.000000E+00	0.000000E+00
2	-1.331431E-01	1.294326E-01	4.642040E-01	1.422938E+00	1.160723E+00	9.999293E-01	7.067261E-03
3	-1.332743E-01	1.295789E-01	4.638682E-01	1.392938E+00	1.130723E+00	9.994345E-01	2.826904E-02
4	-1.335935E-01	1.299304E-01	4.629939E-01	1.362938E+00	1.100723E+00	9.980918E-01	6.360536E-02
5	-1.341423E-01	1.305247E-01	4.613619E-01	1.332938E+00	1.070723E+00	9.954769E-01	1.130762E-01
6	-1.349281E-01	1.313562E-01	4.587815E-01	1.302938E+00	1.040723E+00	9.911659E-01	1.766816E-01
7	-1.359240E-01	1.323764E-01	4.550848E-01	1.272938E+00	1.010723E+00	9.847346E-01	2.544214E-01
8	-1.370691E-01	1.334927E-01	4.501189E-01	1.242938E+00	9.807225E-01	9.757592E-01	3.462958E-01
9	-1.382661E-01	1.345653E-01	4.437377E-01	1.212938E+00	9.507225E-01	9.638156E-01	4.523047E-01
10	-1.393675E-01	1.354175E-01	4.358053E-01	1.182938E+00	9.207225E-01	9.485046E-01	5.689166E-01
11	-1.401108E-01	1.359752E-01	4.263181E-01	1.152938E+00	8.907225E-01	9.297166E-01	6.814748E-01
12	-1.403443E-01	1.361556E-01	4.154547E-01	1.122938E+00	8.607225E-01	9.077569E-01	7.801479E-01
13	-1.400134E-01	1.358614E-01	4.034229E-01	1.092938E+00	8.307225E-01	8.830491E-01	8.646866E-01
14	-1.390904E-01	1.350289E-01	3.904091E-01	1.062938E+00	8.007225E-01	8.560171E-01	9.350907E-01
15	-1.375804E-01	1.336338E-01	3.765859E-01	1.032938E+00	7.707225E-01	8.270850E-01	9.913603E-01
16	-1.355297E-01	1.317006E-01	3.621187E-01	1.002938E+00	7.407225E-01	7.966768E-01	1.033495E+00
17	-1.330381E-01	1.293148E-01	3.471726E-01	9.729376E-01	7.107225E-01	7.652166E-01	1.061496E+00
18	-1.302741E-01	1.266399E-01	3.319184E-01	9.429376E-01	6.807225E-01	7.331284E-01	1.075362E+00
19	-1.274858E-01	1.239299E-01	3.165330E-01	9.129376E-01	6.507225E-01	7.008263E-01	1.076997E+00
20	-1.248370E-01	1.213550E-01	3.011064E-01	8.829376E-01	6.207225E-01	6.685165E-01	1.076997E+00
21	-1.223561E-01	1.189433E-01	2.856363E-01	8.529376E-01	5.907225E-01	6.362065E-01	1.076997E+00
22	-1.200700E-01	1.167210E-01	2.701160E-01	8.229376E-01	5.607225E-01	6.038966E-01	1.076997E+00
23	-1.180117E-01	1.147200E-01	2.545369E-01	7.929376E-01	5.307225E-01	5.715867E-01	1.076997E+00
24	-1.162221E-01	1.129804E-01	2.388884E-01	7.629376E-01	5.007225E-01	5.392768E-01	1.076997E+00
25	-1.147526E-01	1.115519E-01	2.231572E-01	7.329376E-01	4.707225E-01	5.069668E-01	1.076997E+00
26	-1.136687E-01	1.104982E-01	2.073265E-01	7.029376E-01	4.407225E-01	4.746570E-01	1.076997E+00
27	-1.130548E-01	1.099014E-01	1.913744E-01	6.729376E-01	4.107225E-01	4.423471E-01	1.076997E+00
28	-1.130219E-01	1.098695E-01	1.752722E-01	6.429376E-01	3.807225E-01	4.100371E-01	1.076997E+00
29	-1.137193E-01	1.105474E-01	1.589816E-01	6.129376E-01	3.507225E-01	3.777272E-01	1.076997E+00
30	-1.153518E-01	1.121343E-01	1.424494E-01	5.829376E-01	3.207225E-01	3.454173E-01	1.076997E+00
31	-1.182088E-01	1.149117E-01	1.256011E-01	5.529376E-01	2.907225E-01	3.131074E-01	1.076997E+00
32	-1.227132E-01	1.192904E-01	1.083274E-01	5.229376E-01	2.607225E-01	2.807975E-01	1.076980E+00
33	-1.293261E-01	1.257043E-01	9.051110E-02	4.929376E-01	2.307225E-01	2.485693E-01	1.069209E+00
34	-1.381031E-01	1.341428E-01	7.214624E-02	4.629376E-01	2.007225E-01	2.167863E-01	1.047304E+00
35	-1.490450E-01	1.445343E-01	5.324197E-02	4.329376E-01	1.707225E-01	1.858724E-01	1.011265E+00
36	-1.622115E-01	1.568761E-01	3.379064E-02	4.029376E-01	1.407225E-01	1.562518E-01	9.610908E-01
37	-1.777135E-01	1.712527E-01	1.376663E-02	3.729376E-01	1.107225E-01	1.283483E-01	8.967820E-01
38	-1.956743E-01	1.878631E-01	-6.872046E-03	3.429376E-01	8.072253E-02	1.025861E-01	8.183390E-01
39	-2.160949E-01	2.070592E-01	-2.817098E-02	3.129376E-01	5.072253E-02	7.938932E-02	7.257615E-01
40	-2.384144E-01	2.293588E-01	-5.012251E-02	2.829376E-01	2.072253E-02	5.918183E-02	6.190495E-01
41	-2.606994E-01	2.550882E-01	-7.251215E-02	2.529376E-01	-9.277465E-03	4.235705E-02	5.022487E-01
42	-2.825549E-01	2.821126E-01	-9.501186E-02	2.229376E-01	-3.927747E-02	2.900264E-02	3.902792E-01
43	-3.044093E-01	3.091404E-01	-1.175118E-01	1.929376E-01	-6.927747E-02	1.879916E-02	2.923093E-01
44	-3.262638E-01	3.361681E-01	-1.400118E-01	1.629376E-01	-9.927747E-02	1.132275E-02	2.084739E-01
45	-3.481182E-01	3.631960E-01	-1.625119E-01	1.329376E-01	-1.292775E-01	6.149374E-03	1.387728E-01
46	-3.699726E-01	3.902237E-01	-1.850119E-01	1.029376E-01	-1.592775E-01	2.855025E-03	8.320645E-02
47	-3.918270E-01	4.172515E-01	-2.075118E-01	7.293761E-02	-1.892775E-01	1.015647E-03	4.177460E-02
48	-4.136814E-01	4.442792E-01	-2.300118E-01	4.293761E-02	-2.192775E-01	2.072065E-04	1.447725E-02
49	-4.355359E-01	4.713071E-01	-2.525119E-01	1.293761E-02	-2.492775E-01	5.668241E-06	1.314365E-03
50	-4.449388E-01	4.829358E-01	-2.621925E-01	0.000000E+00	-2.622151E-01	0.000000E+00	0.000000E+00
# Orientation 3 : pitch = -12.0 degree ;   roll = -15.0 degree
1	-1.004136E-01	1.294095E-01	4.724090E-01	1.405893E+00	1.175355E+00	1.000000E+00	0.000000E+00
2	-1.004435E-01	1.294391E-01	4.723474E-01	1.375893E+00	1.145355E+00	9.999094E-01	9.048676E-03
3	-1.006292E-01	1.296272E-01	4.719324E-01	1.345893E+00	1.115355E+00	9.992760E-01	3.619469E-02
4	-1.010638E-01	1.300803E-01	4.708527E-01	1.315893E+00	1.085355E+00	9.975568E-01	8.143807E-02
5	-1.017730E-01	1.308501E-01	4.688387E-01	1.285893E+00	1.055355E+00	9.942088E-01	1.447788E-01
6	-1.027162E-01	1.319349E-01	4.656542E-01	1.255893E+00	1.025355E+00	9.886891E-01	2.262168E-01
7	-1.037861E-01	1.332806E-01	4.610871E-01	1.225893E+00	9.953554E-01	9.804548E-01	3.257522E-01
8	-1.048045E-01	1.347787E-01	4.549378E-01	1.195893E+00	9.653554E-01	9.689630E-01	4.433411E-01
9	-1.055887E-01	1.362238E-01	4.470620E-01	1.165893E+00	9.353554E-01	9.537814E-01	5.687627E-01
10	-1.061357E-01	1.372436E-01	4.374889E-01	1.135893E+00	9.053554E-01	9.348532E-01	6.913343E-01
11	-1.063713E-01	1.375969E-01	4.263911E-01	1.105893E+00	8.753554E-01	9.124747E-01	7.975506E-01
12	-1.061579E-01	1.372207E-01	4.140262E-01	1.075893E+00	8.453554E-01	8.871812E-01	8.856695E-01
13	-1.054109E-01	1.361026E-01	4.006317E-01	1.045893E+00	8.153554E-01	8.595155E-01	9.556910E-01
14	-1.041112E-01	1.342873E-01	3.864322E-01	1.015893E+00	7.853554E-01	8.300207E-01	1.007615E+00
15	-1.023194E-01	1.318925E-01	3.716494E-01	9.858928E-01	7.553554E-01	7.992396E-01	1.041442E+00
16	-1.001957E-01	1.291293E-01	3.565108E-01	9.558928E-01	7.253554E-01	7.677151E-01	1.057172E+00
17	-9.800766E-02	1.263088E-01	3.412470E-01	9.258928E-01	6.953554E-01	7.359676E-01	1.058405E+00
18	-9.590625E-02	1.236006E-01	3.259571E-01	8.958928E-01	6.653554E-01	7.042154E-01	1.058405E+00
19	-9.390747E-02	1.210246E-01	3.106397E-01	8.658928E-01	6.353554E-01	6.724632E-01	1.058405E+00
20	-9.202661E-02	1.186006E-01	2.952909E-01	8.358928E-01	6.053554E-01	6.407111E-01	1.058405E+00
21	-9.028208E-02	1.163523E-01	2.799058E-01	8.058928E-01	5.753554E-01	6.089589E-01	1.058405E+00
22	-8.869641E-02	1.143088E-01	2.644783E-01	7.758928E-01	5.453554E-01	5.772068E-01	1.058405E+00
23	-8.729733E-02	1.125057E-01	2.490009E-01	7.458928E-01	5.153554E-01	5.454546E-01	1.058405E+00
24	-8.611944E-02	1.109877E-01	2.334646E-01	7.158928E-01	4.853554E-01	5.137025E-01	1.058405E+00
25	-8.520646E-02	1.098110E-01	2.178576E-01	6.858928E-01	4.553554E-01	4.819504E-01	1.058405E+00
26	-8.461443E-02	1.090481E-01	2.021651E-01	6.558928E-01	4.253554E-01	4.501982E-01	1.058405E+00
27	-8.441644E-02	1.087929E-01	1.863674E-01	6.258928E-01	3.953554E-01	4.184461E-01	1.058405E+00
28	-8.470953E-02	1.091706E-01	1.704386E-01	5.958928E-01	3.653554E-01	3.866940E-01	1.058405E+00
29	-8.562550E-02	1.103511E-01	1.543438E-01	5.658928E-01	3.353554E-01	3.549418E-01	1.058405E+00
30	-8.734793E-02	1.125709E-01	1.380337E-01	5.358928E-01	3.053554E-01	3.231897E-01	1.058405E+00
31	-9.014043E-02	1.161698E-01	1.214383E-01	5.058928E-01	2.753554E-01	2.914376E-01	1.058405E+00
32	-9.439550E-02	1.216536E-01	1.044527E-01	4.758928E-01	2.453554E-01	2.596854E-01	1.058405E+00
33	-1.006963E-01	1.297791E-01	8.692064E-02	4.458928E-01	2.153554E-01	2.279450E-01	1.056087E+00
34	-1.093097E-01	1.410166E-01	6.875467E-02	4.158928E-01	1.853554E-01	1.964902E-01	1.037880E+00
35	-1.200629E-01	1.553816E-01	4.997015E-02	3.858928E-01	1.553554E-01	1.658531E-01	1.001576E+00
36	-1.328606E-01	1.729610E-01	3.056535E-02	3.558928E-01	1.253554E-01	1.365767E-01	9.471741E-01
37	-1.477558E-01	1.939065E-01	1.051532E-02	3.258928E-01	9.535540E-02	1.092036E-01	8.746747E-01
38	-1.650572E-01	2.183034E-01	-1.022181E-02	2.958928E-01	6.535540E-02	8.427711E-02	7.840783E-01
39	-1.855777E-01	2.457018E-01	-3.166945E-02	2.658928E-01	3.535540E-02	6.233994E-02	6.753845E-01
40	-2.110545E-01	2.738019E-01	-5.370464E-02	2.358928E-01	5.355399E-03	4.391778E-02	5.515922E-01
41	-2.418876E-01	3.006709E-01	-7.611781E-02	2.058928E-01	-2.464460E-02	2.925128E-02	4.262112E-01
42	-2.739839E-01	3.272321E-01	-9.861778E-02	1.758928E-01	-5.464460E-02	1.823752E-02	3.110562E-01
43	-3.060803E-01	3.537933E-01	-1.211178E-01	1.458928E-01	-8.464460E-02	1.040695E-02	2.139985E-01
44	-3.381766E-01	3.803544E-01	-1.436177E-01	1.158928E-01	-1.146446E-01	5.216652E-03	1.350381E-01
45	-3.702731E-01	4.069157E-01	-1.661178E-01	8.589285E-02	-1.446446E-01	2.123694E-03	7.417477E-02
46	-4.023694E-01	4.334768E-01	-1.886178E-01	5.589285E-02	-1.746446E-01	5.851810E-04	3.140907E-02
47	-4.344658E-01	4.600380E-01	-2.111178E-01	2.589285E-02	-2.046446E-01	5.817855E-05	6.740677E-03
48	-4.621359E-01	4.829362E-01	-2.305149E-01	0.000000E+00	-2.305374E-01	0.000000E+00	0.000000E+00
# Orientation 4 : pitch = -8.0 degree ;   roll = -15.0 degree
1	-6.721544E-02	1.294095E-01	4.782628E-01	1.351999E+00	1.154262E+00	1.000000E+00	0.000000E+00
2	-6.726275E-02	1.294527E-01	4.781765E-01	1.321999E+00	1.124262E+00	9.998679E-01	1.318899E-02
3	-6.754012E-02	1.297275E-01	4.775963E-01	1.291999E+00	1.094262E+00	9.989447E-01	5.275597E-02
4	-6.813081E-02	1.303917E-01	4.760881E-01	1.261999E+00	1.064262E+00	9.964388E-01	1.187009E-01
5	-6.895955E-02	1.315259E-01	4.732742E-01	1.231999E+00	1.034262E+00	9.915589E-01	2.110239E-01
6	-6.979431E-02	1.331349E-01	4.688204E-01	1.201999E+00	1.004262E+00	9.835198E-01	3.280070E-01
7	-7.043851E-02	1.350503E-01	4.625773E-01	1.171999E+00	9.742621E-01	9.718440E-01	4.503772E-01
8	-7.090528E-02	1.369160E-01	4.546176E-01	1.141999E+00	9.442621E-01	9.564972E-01	5.727474E-01
9	-7.122444E-02	1.383405E-01	4.449986E-01	1.111999E+00	9.142621E-01	9.374792E-01	6.951176E-01
10	-7.141858E-02	1.389007E-01	4.337480E-01	1.081999E+00	8.842621E-01	9.148027E-01	8.147374E-01
11	-7.136123E-02	1.383722E-01	4.210338E-01	1.051999E+00	8.542621E-01	8.888376E-01	9.118729E-01
12	-7.084341E-02	1.368366E-01	4.071938E-01	1.021999E+00	8.242621E-01	8.603541E-01	9.826303E-01
13	-6.980510E-02	1.344873E-01	3.925658E-01	9.919988E-01	7.942621E-01	8.301435E-01	1.027010E+00
14	-6.837699E-02	1.316462E-01	3.774934E-01	9.619988E-01	7.642621E-01	7.989973E-01	1.045011E+00
15	-6.686889E-02	1.287423E-01	3.623043E-01	9.319988E-01	7.342621E-01	7.676346E-01	1.045450E+00
16	-6.541133E-02	1.259361E-01	3.470987E-01	9.019988E-01	7.042621E-01	7.362711E-01	1.045450E+00
17	-6.401166E-02	1.232413E-01	3.318748E-01	8.719988E-01	6.742621E-01	7.049076E-01	1.045450E+00
18	-6.267797E-02	1.206735E-01	3.166300E-01	8.419988E-01	6.442621E-01	6.735440E-01	1.045450E+00
19	-6.141992E-02	1.182514E-01	3.013613E-01	8.119988E-01	6.142621E-01	6.421805E-01	1.045450E+00
20	-6.024917E-02	1.159974E-01	2.860651E-01	7.819988E-01	5.842621E-01	6.108170E-01	1.045450E+00
21	-5.917988E-02	1.139387E-01	2.707368E-01	7.519988E-01	5.542621E-01	5.794535E-01	1.045450E+00
22	-5.822949E-02	1.121089E-01	2.553709E-01	7.219988E-01	5.242621E-01	5.480900E-01	1.045450E+00
23	-5.741964E-02	1.105497E-01	2.399605E-01	6.919988E-01	4.942621E-01	5.167265E-01	1.045450E+00
24	-5.677758E-02	1.093135E-01	2.244972E-01	6.619988E-01	4.642621E-01	4.853630E-01	1.045450E+00
25	-5.633806E-02	1.084674E-01	2.089698E-01	6.319988E-01	4.342621E-01	4.539994E-01	1.045450E+00
26	-5.614620E-02	1.080980E-01	1.933642E-01	6.019988E-01	4.042621E-01	4.226360E-01	1.045450E+00
27	-5.626155E-02	1.083200E-01	1.776615E-01	5.719988E-01	3.742621E-01	3.912725E-01	1.045450E+00
28	-5.676441E-02	1.092882E-01	1.618362E-01	5.419988E-01	3.442621E-01	3.599089E-01	1.045450E+00
29	-5.776577E-02	1.112161E-01	1.458535E-01	5.119988E-01	3.142621E-01	3.285455E-01	1.045450E+00
30	-5.942346E-02	1.144076E-01	1.296633E-01	4.819988E-01	2.842621E-01	2.971819E-01	1.045450E+00
31	-6.196978E-02	1.193101E-01	1.131922E-01	4.519988E-01	2.542621E-01	2.658185E-01	1.045450E+00
32	-6.576137E-02	1.266100E-01	9.632758E-02	4.219988E-01	2.242621E-01	2.344549E-01	1.045450E+00
33	-7.137460E-02	1.374175E-01	7.888718E-02	3.919988E-01	1.942621E-01	2.030916E-01	1.045273E+00
34	-7.927687E-02	1.530095E-01	6.067450E-02	3.619988E-01	1.642621E-01	1.719111E-01	1.029029E+00
35	-8.888291E-02	1.736165E-01	4.169909E-02	3.319988E-01	1.342621E-01	1.416137E-01	9.864074E-01
36	-9.961499E-02	1.991996E-01	2.200474E-02	3.019988E-01	1.042621E-01	1.129905E-01	9.174075E-01
37	-1.114895E-01	2.292064E-01	1.661720E-03	2.719988E-01	7.426213E-02	8.683293E-02	8.220292E-01
38	-1.261720E-01	2.612136E-01	-1.912840E-02	2.419988E-01	4.426213E-02	6.391818E-02	7.032706E-01
39	-1.467007E-01	2.924199E-01	-4.020756E-02	2.119988E-01	1.426213E-02	4.465563E-02	5.809006E-01
40	-1.760990E-01	3.221916E-01	-6.169683E-02	1.819988E-01	-1.573787E-02	2.906418E-02	4.585305E-01
41	-2.178752E-01	3.499613E-01	-8.375851E-02	1.519988E-01	-4.573787E-02	1.714379E-02	3.361599E-01
42	-2.686800E-01	3.762705E-01	-1.062376E-01	1.219988E-01	-7.573787E-02	8.869809E-03	2.181123E-01
43	-3.199371E-01	4.025066E-01	-1.287376E-01	9.199879E-02	-1.057379E-01	3.803596E-03	1.240319E-01
44	-3.711942E-01	4.287426E-01	-1.512375E-01	6.199879E-02	-1.357379E-01	1.164122E-03	5.632953E-02
45	-4.224515E-01	4.549788E-01	-1.737376E-01	3.199879E-02	-1.657379E-01	1.600466E-04	1.500496E-02
46	-4.737087E-01	4.812149E-01	-1.962376E-01	1.998792E-03	-1.957379E-01	3.900623E-08	5.854546E-05
47	-4.770724E-01	4.829366E-01	-1.977141E-01	0.000000E+00	-1.977367E-01	0.000000E+00	0.000000E+00
# Orientation 5 : pitch = -4.0 degree ;   roll = -15.0 degree
1	-3.368980E-02	1.294095E-01	4.817864E-01	1.291518E+00	1.127545E+00	1.000000E+00	0.000000E+00
2	-3.378054E-02	1.294944E-01	4.816248E-01	1.261518E+00	1.097545E+00	9.997406E-01	2.593023E-02
3	-3.419628E-02	1.300362E-01	4.805376E-01	1.231518E+00	1.067545E+00	9.979254E-01	1.037209E-01
4	-3.470798E-02	1.313243E-01	4.777547E-01	1.201518E+00	1.037545E+00	9.930784E-01	2.215652E-01
5	-3.510629E-02	1.332292E-01	4.730853E-01	1.171518E+00	1.007545E+00	9.846226E-01	3.421520E-01
6	-3.540367E-02	1.354042E-01	4.666460E-01	1.141518E+00	9.775454E-01	9.725492E-01	4.627388E-01
7	-3.561552E-02	1.374902E-01	4.585235E-01	1.111518E+00	9.475454E-01	9.568583E-01	5.833255E-01
8	-3.575620E-02	1.391050E-01	4.487708E-01	1.081518E+00	9.175454E-01	9.375497E-01	7.039122E-01
9	-3.583946E-02	1.398258E-01	4.374062E-01	1.051518E+00	8.875454E-01	9.146236E-01	8.244990E-01
10	-3.587123E-02	1.391787E-01	4.244183E-01	1.021518E+00	8.575454E-01	8.880956E-01	9.410664E-01
11	-3.562044E-02	1.370800E-01	4.100711E-01	9.915179E-01	8.275454E-01	8.586204E-01	1.015305E+00
12	-3.493006E-02	1.341736E-01	3.950358E-01	9.615179E-01	7.975454E-01	8.276958E-01	1.037804E+00
13	-3.415652E-02	1.312023E-01	3.798898E-01	9.315179E-01	7.675454E-01	7.965617E-01	1.037804E+00
14	-3.340539E-02	1.283170E-01	3.647318E-01	9.015179E-01	7.375454E-01	7.654276E-01	1.037804E+00
15	-3.267950E-02	1.255288E-01	3.495605E-01	8.715179E-01	7.075454E-01	7.342935E-01	1.037804E+00
16	-3.198222E-02	1.228504E-01	3.343740E-01	8.415179E-01	6.775454E-01	7.031594E-01	1.037804E+00
17	-3.131752E-02	1.202971E-01	3.191702E-01	8.115179E-01	6.475454E-01	6.720252E-01	1.037804E+00
18	-3.069014E-02	1.178872E-01	3.039466E-01	7.815179E-01	6.175454E-01	6.408911E-01	1.037804E+00
19	-3.010582E-02	1.156427E-01	2.887002E-01	7.515179E-01	5.875454E-01	6.097570E-01	1.037804E+00
20	-2.957149E-02	1.135902E-01	2.734273E-01	7.215179E-01	5.575454E-01	5.786229E-01	1.037804E+00
21	-2.909568E-02	1.117626E-01	2.581233E-01	6.915179E-01	5.275454E-01	5.474887E-01	1.037804E+00
22	-2.868898E-02	1.102004E-01	2.427827E-01	6.615179E-01	4.975454E-01	5.163546E-01	1.037804E+00
23	-2.836470E-02	1.089547E-01	2.273983E-01	6.315179E-01	4.675454E-01	4.852205E-01	1.037804E+00
24	-2.813979E-02	1.080908E-01	2.119613E-01	6.015179E-01	4.375454E-01	4.540864E-01	1.037804E+00
25	-2.803618E-02	1.076928E-01	1.964598E-01	5.715179E-01	4.075454E-01	4.229522E-01	1.037804E+00
26	-2.808280E-02	1.078719E-01	1.808788E-01	5.415179E-01	3.775454E-01	3.918181E-01	1.037804E+00
27	-2.831855E-02	1.087775E-01	1.651974E-01	5.115179E-01	3.475454E-01	3.606840E-01	1.037804E+00
28	-2.879704E-02	1.106154E-01	1.493872E-01	4.815179E-01	3.175454E-01	3.295499E-01	1.037804E+00
29	-2.959424E-02	1.136777E-01	1.334081E-01	4.515179E-01	2.875454E-01	2.984158E-01	1.037804E+00
30	-3.082152E-02	1.183919E-01	1.172007E-01	4.215179E-01	2.575454E-01	2.672816E-01	1.037804E+00
31	-3.264899E-02	1.254116E-01	1.006751E-01	3.915179E-01	2.275454E-01	2.361475E-01	1.037804E+00
