# Table format: 4D
# table_unit = kg/m**3
# axis1_unit = m
# axis2_unit = null
# axis3_unit = null
# axis4_unit = null
# geometric altitude
# extreme altitude 
# percentage
# extreme value
# This table contains the logarithmic values of the profile density data extracted from Global Climatic Data for Developing Military Products (MIL-HDBK-310), 23 June 1997, Department of Defense, Washington, D.C.
41
5
4
2

0	2000	4000	6000	8000	10000	12000	14000	16000	18000	20000	22000	24000	26000	28000	30000	32000	34000	36000	38000	40000	42000	44000	46000	48000	50000	52000	54000	56000	58000	60000	62000	64000	66000	68000	70000	72000	74000	76000	78000	80000
4.035E-01	4.210E-02	-1.804E-01	-4.038E-01	-6.326E-01	-8.802E-01	-1.230E+00	-1.571E+00	-1.909E+00	-2.248E+00	-2.596E+00	-2.949E+00	-3.294E+00	-3.631E+00	-3.962E+00	-4.286E+00	-4.604E+00	-4.915E+00	-5.220E+00	-5.512E+00	-5.797E+00	-6.081E+00	-6.364E+00	-6.645E+00	-6.924E+00	-7.202E+00	-7.478E+00	-7.753E+00	-8.027E+00	-8.284E+00	-8.534E+00	-8.810E+00	-9.091E+00	-9.369E+00	-9.648E+00	-9.925E+00	-1.020E+01	-1.046E+01	-1.073E+01	-1.101E+01	-1.128E+01
4.028E-01	6.953E-02	-1.596E-01	-4.015E-01	-6.572E-01	-9.561E-01	-1.286E+00	-1.596E+00	-1.913E+00	-2.239E+00	-2.572E+00	-2.949E+00	-3.321E+00	-3.701E+00	-4.068E+00	-4.425E+00	-4.770E+00	-5.105E+00	-5.431E+00	-5.747E+00	-6.055E+00	-6.356E+00	-6.648E+00	-6.933E+00	-7.197E+00	-7.452E+00	-7.706E+00	-7.961E+00	-8.210E+00	-8.450E+00	-8.696E+00	-8.929E+00	-9.168E+00	-9.423E+00	-9.708E+00	-9.996E+00	-1.029E+01	-1.058E+01	-1.088E+01	-1.118E+01	-1.149E+01
3.798E-01	9.622E-02	-1.707E-01	-4.308E-01	-6.994E-01	-1.000E+00	-1.310E+00	-1.617E+00	-1.923E+00	-2.231E+00	-2.539E+00	-2.822E+00	-3.115E+00	-3.431E+00	-3.767E+00	-4.107E+00	-4.463E+00	-4.819E+00	-5.191E+00	-5.556E+00	-5.931E+00	-6.311E+00	-6.669E+00	-7.006E+00	-7.327E+00	-7.595E+00	-7.845E+00	-8.095E+00	-8.353E+00	-8.619E+00	-8.887E+00	-9.155E+00	-9.424E+00	-9.694E+00	-9.966E+00	-1.024E+01	-1.050E+01	-1.076E+01	-1.103E+01	-1.131E+01	-1.159E+01
3.336E-01	5.543E-02	-1.661E-01	-4.003E-01	-6.482E-01	-9.587E-01	-1.284E+00	-1.595E+00	-1.898E+00	-2.205E+00	-2.516E+00	-2.831E+00	-3.151E+00	-3.483E+00	-3.822E+00	-4.161E+00	-4.500E+00	-4.838E+00	-5.177E+00	-5.515E+00	-5.861E+00	-6.212E+00	-6.566E+00	-6.914E+00	-7.250E+00	-7.574E+00	-7.889E+00	-8.193E+00	-8.472E+00	-8.719E+00	-8.971E+00	-9.253E+00	-9.541E+00	-9.825E+00	-1.010E+01	-1.038E+01	-1.064E+01	-1.089E+01	-1.114E+01	-1.140E+01	-1.167E+01
3.584E-01	1.071E-01	-1.308E-01	-3.895E-01	-6.822E-01	-9.940E-01	-1.304E+00	-1.613E+00	-1.918E+00	-2.220E+00	-2.522E+00	-2.824E+00	-3.126E+00	-3.427E+00	-3.729E+00	-4.030E+00	-4.347E+00	-4.672E+00	-4.987E+00	-5.797E+00	-5.585E+00	-5.859E+00	-6.113E+00	-6.367E+00	-6.620E+00	-6.859E+00	-7.099E+00	-7.344E+00	-8.100E+00	-7.849E+00	-8.108E+00	-8.382E+00	-8.661E+00	-8.942E+00	-9.225E+00	-9.510E+00	-9.791E+00	-1.007E+01	-1.266E+01	-1.065E+01	-1.096E+01
1.848E-01	-2.163E-02	-2.188E-01	-4.053E-01	-6.290E-01	-8.343E-01	-1.067E+00	-1.390E+00	-1.716E+00	-2.052E+00	-2.392E+00	-2.728E+00	-3.061E+00	-3.388E+00	-3.717E+00	-4.045E+00	-4.365E+00	-4.678E+00	-4.985E+00	-5.284E+00	-5.577E+00	-5.864E+00	-6.130E+00	-6.393E+00	-6.655E+00	-6.918E+00	-7.170E+00	-7.422E+00	-7.678E+00	-7.937E+00	-8.201E+00	-8.468E+00	-8.740E+00	-9.016E+00	-9.296E+00	-9.580E+00	-9.879E+00	-1.018E+01	-1.049E+01	-1.078E+01	-1.108E+01
1.561E-01	-3.988E-02	-2.430E-01	-4.532E-01	-6.714E-01	-8.771E-01	-1.096E+00	-1.331E+00	-1.583E+00	-1.914E+00	-2.303E+00	-2.675E+00	-3.010E+00	-3.337E+00	-3.658E+00	-3.974E+00	-4.283E+00	-4.588E+00	-4.886E+00	-5.184E+00	-5.482E+00	-5.772E+00	-6.055E+00	-6.323E+00	-6.571E+00	-6.818E+00	-7.046E+00	-7.279E+00	-7.517E+00	-7.761E+00	-8.010E+00	-8.266E+00	-8.527E+00	-8.796E+00	-9.071E+00	-9.353E+00	-9.643E+00	-9.941E+00	-1.025E+01	-1.056E+01	-1.092E+01
2.215E-01	6.976E-03	-2.132E-01	-4.248E-01	-6.484E-01	-8.858E-01	-1.220E+00	-1.523E+00	-1.818E+00	-2.113E+00	-2.407E+00	-2.705E+00	-3.002E+00	-3.297E+00	-3.591E+00	-3.883E+00	-4.182E+00	-4.486E+00	-4.781E+00	-5.070E+00	-5.353E+00	-5.630E+00	-5.902E+00	-6.167E+00	-6.417E+00	-6.664E+00	-6.907E+00	-7.143E+00	-7.375E+00	-7.605E+00	-7.836E+00	-8.070E+00	-8.284E+00	-8.506E+00	-8.736E+00	-8.976E+00	-9.212E+00	-9.457E+00	-9.721E+00	-1.000E+01	-1.031E+01
1.790E-01	-1.268E-02	-2.138E-01	-4.198E-01	-6.332E-01	-8.616E-01	-1.182E+00	-1.498E+00	-1.805E+00	-2.105E+00	-2.403E+00	-2.701E+00	-2.996E+00	-3.291E+00	-3.591E+00	-3.893E+00	-4.190E+00	-4.481E+00	-4.766E+00	-5.046E+00	-5.320E+00	-5.590E+00	-5.854E+00	-6.115E+00	-6.364E+00	-6.602E+00	-6.834E+00	-7.062E+00	-7.293E+00	-7.527E+00	-7.764E+00	-8.003E+00	-8.239E+00	-8.459E+00	-8.689E+00	-8.931E+00	-9.186E+00	-9.455E+00	-9.740E+00	-1.004E+01	-1.037E+01
2.143E-01	-1.197E-02	-2.722E-01	-4.644E-01	-6.685E-01	-8.860E-01	-1.119E+00	-1.404E+00	-1.732E+00	-2.065E+00	-2.401E+00	-2.732E+00	-3.058E+00	-3.380E+00	-3.698E+00	-4.334E+00	-4.319E+00	-4.624E+00	-4.934E+00	-5.238E+00	-5.534E+00	-5.824E+00	-6.106E+00	-6.382E+00	-6.640E+00	-6.876E+00	-7.108E+00	-7.345E+00	-7.587E+00	-7.835E+00	-8.089E+00	-8.350E+00	-8.616E+00	-8.890E+00	-9.170E+00	-9.458E+00	-9.755E+00	-1.006E+01	-1.037E+01	-1.070E+01	-1.103E+01
4.350E-01	1.337E-01	-1.420E-01	-4.780E-01	-7.772E-01	-1.075E+00	-1.367E+00	-1.657E+00	-1.938E+00	-2.223E+00	-2.512E+00	-2.805E+00	-3.102E+00	-3.403E+00	-3.721E+00	-4.039E+00	-4.358E+00	-4.675E+00	-4.992E+00	-5.310E+00	-5.641E+00	-5.969E+00	-6.289E+00	-6.605E+00	-6.914E+00	-7.218E+00	-7.517E+00	-7.811E+00	-8.099E+00	-8.361E+00	-8.627E+00	-8.903E+00	-9.187E+00	-9.467E+00	-9.745E+00	-1.002E+01	-1.029E+01	-1.055E+01	-1.081E+01	-1.107E+01	-1.133E+01
4.068E-01	8.893E-02	-1.404E-01	-3.845E-01	-6.828E-01	-1.019E+00	-1.339E+00	-1.659E+00	-1.994E+00	-2.334E+00	-2.697E+00	-3.020E+00	-3.280E+00	-3.544E+00	-3.810E+00	-4.080E+00	-4.361E+00	-4.644E+00	-4.929E+00	-5.213E+00	-5.497E+00	-5.781E+00	-6.070E+00	-6.365E+00	-6.656E+00	-6.942E+00	-7.222E+00	-7.535E+00	-7.740E+00	-7.996E+00	-8.254E+00	-8.516E+00	-8.781E+00	-9.055E+00	-9.332E+00	-9.610E+00	-9.887E+00	-1.017E+01	-1.045E+01	-1.073E+01	-1.101E+01
3.535E-01	7.325E-02	-1.535E-01	-3.932E-01	-6.470E-01	-9.465E-01	-1.269E+00	-1.594E+00	-1.922E+00	-2.256E+00	-2.599E+00	-2.962E+00	-3.321E+00	-3.675E+00	-4.032E+00	-4.401E+00	-4.756E+00	-5.098E+00	-5.428E+00	-5.748E+00	-6.057E+00	-6.356E+00	-6.632E+00	-6.899E+00	-7.161E+00	-7.419E+00	-7.676E+00	-7.913E+00	-8.152E+00	-8.397E+00	-8.650E+00	-8.926E+00	-9.209E+00	-9.493E+00	-9.780E+00	-1.007E+01	-1.035E+01	-1.064E+01	-1.093E+01	-1.122E+01	-1.152E+01
3.350E-01	5.069E-02	-1.663E-01	-3.966E-01	-6.413E-01	-9.026E-01	-1.242E+00	-1.571E+00	-1.900E+00	-2.235E+00	-2.575E+00	-2.935E+00	-3.294E+00	-3.657E+00	-4.027E+00	-4.392E+00	-4.751E+00	-5.125E+00	-5.492E+00	-5.843E+00	-6.178E+00	-6.500E+00	-6.808E+00	-7.104E+00	-7.390E+00	-7.653E+00	-7.887E+00	-8.114E+00	-8.345E+00	-8.579E+00	-8.803E+00	-9.023E+00	-9.253E+00	-9.493E+00	-9.745E+00	-1.001E+01	-1.031E+01	-1.064E+01	-1.098E+01	-1.131E+01	-1.164E+01
1.898E-01	-4.385E-02	-2.535E-01	-4.464E-01	-6.501E-01	-8.661E-01	-1.096E+00	-1.341E+00	-1.605E+00	-1.971E+00	-2.348E+00	-2.710E+00	-3.047E+00	-3.372E+00	-3.691E+00	-4.006E+00	-4.315E+00	-4.618E+00	-4.918E+00	-5.213E+00	-5.503E+00	-5.789E+00	-6.071E+00	-6.349E+00	-6.622E+00	-6.880E+00	-7.138E+00	-7.396E+00	-7.634E+00	-7.870E+00	-8.113E+00	-8.364E+00	-8.625E+00	-8.894E+00	-9.186E+00	-9.490E+00	-9.800E+00	-1.011E+01	-1.043E+01	-1.075E+01	-1.108E+01
1.579E-01	-3.552E-02	-2.365E-01	-4.455E-01	-6.630E-01	-8.790E-01	-1.097E+00	-1.331E+00	-1.598E+00	-1.926E+00	-2.354E+00	-2.702E+00	-3.038E+00	-3.368E+00	-3.691E+00	-4.008E+00	-4.318E+00	-4.623E+00	-4.922E+00	-5.215E+00	-5.503E+00	-5.786E+00	-6.064E+00	-6.338E+00	-6.606E+00	-6.857E+00	-7.107E+00	-7.357E+00	-7.588E+00	-7.823E+00	-8.064E+00	-8.310E+00	-8.562E+00	-8.820E+00	-9.086E+00	-9.360E+00	-9.640E+00	-9.926E+00	-1.022E+01	-1.052E+01	-1.082E+01
2.570E-01	3.922E-02	-1.868E-01	-4.151E-01	-6.547E-01	-9.553E-01	-1.272E+00	-1.564E+00	-1.855E+00	-2.146E+00	-2.436E+00	-4.243E-01	-3.017E+00	-3.308E+00	-3.609E+00	-3.906E+00	-4.199E+00	-4.495E+00	-4.784E+00	-5.071E+00	-5.354E+00	-5.631E+00	-5.901E+00	-6.165E+00	-6.299E+00	-6.649E+00	-6.884E+00	-7.109E+00	-7.331E+00	-7.557E+00	-7.787E+00	-8.020E+00	-8.258E+00	-8.491E+00	-8.710E+00	-8.941E+00	-9.185E+00	-9.444E+00	-9.720E+00	-1.002E+01	-1.033E+01
2.111E-01	5.982E-03	-2.070E-01	-4.051E-01	-6.184E-01	-9.071E-01	-1.227E+00	-1.530E+00	-1.828E+00	-2.125E+00	-2.423E+00	-2.727E+00	-3.029E+00	-3.329E+00	-3.636E+00	-3.938E+00	-4.233E+00	-4.522E+00	-4.804E+00	-5.081E+00	-5.352E+00	-5.619E+00	-5.880E+00	-6.136E+00	-6.374E+00	-6.608E+00	-6.844E+00	-7.069E+00	-7.291E+00	-7.516E+00	-7.745E+00	-7.979E+00	-8.206E+00	-8.429E+00	-8.663E+00	-8.908E+00	-9.165E+00	-9.435E+00	-9.721E+00	-1.002E+01	-1.034E+01
2.183E-01	1.489E-02	-1.974E-01	-4.199E-01	-6.535E-01	-9.135E-01	-1.221E+00	-1.520E+00	-1.818E+00	-2.117E+00	-2.415E+00	-2.721E+00	-3.025E+00	-3.325E+00	-3.625E+00	-3.931E+00	-4.229E+00	-4.520E+00	-4.804E+00	-5.082E+00	-5.353E+00	-5.614E+00	-5.866E+00	-6.114E+00	-6.357E+00	-6.592E+00	-6.823E+00	-7.047E+00	-7.275E+00	-7.505E+00	-7.738E+00	-7.974E+00	-8.213E+00	-8.428E+00	-8.652E+00	-8.887E+00	-9.134E+00	-9.395E+00	-9.671E+00	-9.965E+00	-1.028E+01
4.324E-01	1.106E-01	-1.485E-01	-4.113E-01	-6.842E-01	-1.011E+00	-1.337E+00	-1.647E+00	-1.968E+00	-2.305E+00	-2.641E+00	-2.996E+00	-3.358E+00	-3.706E+00	-4.042E+00	-4.366E+00	-4.679E+00	-4.978E+00	-5.256E+00	-5.531E+00	-5.803E+00	-6.068E+00	-6.319E+00	-6.571E+00	-6.825E+00	-7.080E+00	-7.336E+00	-7.594E+00	-7.853E+00	-8.114E+00	-8.370E+00	-8.617E+00	-8.870E+00	-9.139E+00	-9.431E+00	-9.723E+00	-1.001E+01	-1.030E+01	-1.059E+01	-1.088E+01	-1.117E+01
3.633E-01	4.688E-02	-1.761E-01	-4.054E-01	-6.432E-01	-8.980E-01	-1.234E+00	-1.555E+00	-1.882E+00	-2.215E+00	-2.552E+00	-2.897E+00	-3.277E+00	-3.652E+00	-4.020E+00	-4.382E+00	-4.752E+00	-5.123E+00	-5.477E+00	-5.818E+00	-6.145E+00	-6.460E+00	-6.763E+00	-7.055E+00	-7.337E+00	-7.592E+00	-7.834E+00	-8.075E+00	-8.316E+00	-8.520E+00	-8.725E+00	-8.941E+00	-9.170E+00	-9.425E+00	-9.727E+00	-1.003E+01	-1.034E+01	-1.065E+01	-1.097E+01	-1.130E+01	-1.163E+01
3.866E-01	5.259E-02	-1.849E-01	-4.111E-01	-6.520E-01	-9.360E-01	-1.254E+00	-1.576E+00	-1.902E+00	-2.233E+00	-2.569E+00	-2.923E+00	-3.277E+00	-3.647E+00	-4.011E+00	-4.366E+00	-4.715E+00	-5.056E+00	-5.406E+00	-5.745E+00	-6.071E+00	-6.387E+00	-6.692E+00	-6.987E+00	-7.263E+00	-7.518E+00	-7.773E+00	-8.028E+00	-8.279E+00	-8.523E+00	-8.771E+00	-9.003E+00	-9.237E+00	-9.492E+00	-9.781E+00	-1.007E+01	-1.036E+01	-1.064E+01	-1.094E+01	-1.123E+01	-1.153E+01
3.315E-01	5.921E-02	-1.644E-01	-4.002E-01	-6.497E-01	-9.561E-01	-1.278E+00	-1.593E+00	-1.904E+00	-2.221E+00	-2.541E+00	-2.866E+00	-3.195E+00	-3.537E+00	-3.886E+00	-4.236E+00	-4.599E+00	-4.969E+00	-5.328E+00	-5.675E+00	-6.013E+00	-6.341E+00	-6.659E+00	-6.969E+00	-7.271E+00	-7.565E+00	-7.843E+00	-8.104E+00	-8.358E+00	-8.602E+00	-8.851E+00	-9.105E+00	-9.379E+00	-9.665E+00	-9.950E+00	-1.023E+01	-1.050E+01	-1.077E+01	-1.104E+01	-1.131E+01	-1.159E+01
3.336E-01	5.543E-02	-1.661E-01	-4.003E-01	-6.482E-01	-9.556E-01	-1.278E+00	-1.583E+00	-1.888E+00	-2.198E+00	-2.514E+00	-2.849E+00	-3.185E+00	-3.523E+00	-3.869E+00	-4.214E+00	-4.558E+00	-4.900E+00	-5.241E+00	-5.598E+00	-5.947E+00	-6.289E+00	-6.622E+00	-6.953E+00	-7.281E+00	-7.599E+00	-7.888E+00	-8.171E+00	-8.443E+00	-8.702E+00	-8.963E+00	-9.228E+00	-9.510E+00	-9.794E+00	-1.008E+01	-1.035E+01	-1.062E+01	-1.087E+01	-1.113E+01	-1.140E+01	-1.167E+01
4.114E-01	9.894E-02	-1.348E-01	-3.808E-01	-6.406E-01	-9.750E-01	-1.305E+00	-1.621E+00	-1.928E+00	-2.238E+00	-2.549E+00	-2.863E+00	-3.179E+00	-3.497E+00	-3.817E+00	-4.177E+00	-4.525E+00	-4.860E+00	-5.184E+00	-5.497E+00	-5.800E+00	-6.088E+00	-6.348E+00	-6.605E+00	-6.857E+00	-7.112E+00	-7.369E+00	-7.628E+00	-7.891E+00	-8.161E+00	-8.431E+00	-8.701E+00	-8.971E+00	-9.239E+00	-9.508E+00	-9.777E+00	-1.003E+01	-1.029E+01	-1.055E+01	-1.081E+01	-1.108E+01
2.054E-01	-5.214E-03	-2.225E-01	-4.161E-01	-6.227E-01	-8.444E-01	-1.084E+00	-1.413E+00	-1.745E+00	-2.085E+00	-2.422E+00	-2.754E+00	-3.083E+00	-3.408E+00	-3.729E+00	-4.047E+00	-4.361E+00	-4.671E+00	-4.978E+00	-5.293E+00	-5.602E+00	-5.903E+00	-6.198E+00	-6.484E+00	-6.765E+00	-7.019E+00	-7.273E+00	-7.514E+00	-7.758E+00	-8.006E+00	-8.258E+00	-8.515E+00	-8.777E+00	-9.042E+00	-9.312E+00	-9.588E+00	-9.874E+00	-1.016E+01	-1.046E+01	-1.075E+01	-1.105E+01
1.561E-01	-3.677E-02	-2.375E-01	-4.461E-01	-6.632E-01	-8.723E-01	-1.095E+00	-1.334E+00	-1.591E+00	-1.928E+00	-2.323E+00	-2.702E+00	-3.055E+00	-3.388E+00	-3.714E+00	-4.034E+00	-4.347E+00	-4.654E+00	-4.957E+00	-5.262E+00	-5.558E+00	-5.846E+00	-6.126E+00	-6.399E+00	-6.643E+00	-6.888E+00	-7.118E+00	-7.348E+00	-7.582E+00	-7.821E+00	-8.065E+00	-8.315E+00	-8.570E+00	-8.831E+00	-9.099E+00	-9.371E+00	-9.646E+00	-9.925E+00	-1.021E+01	-1.052E+01	-1.087E+01
1.856E-01	-8.234E-03	-2.121E-01	-4.219E-01	-6.400E-01	-8.720E-01	-1.188E+00	-1.501E+00	-1.803E+00	-2.097E+00	-2.394E+00	-2.690E+00	-2.985E+00	-3.288E+00	-3.591E+00	-3.891E+00	-4.188E+00	-4.486E+00	-4.779E+00	-5.065E+00	-5.345E+00	-5.619E+00	-5.889E+00	-6.152E+00	-6.400E+00	-6.639E+00	-6.879E+00	-7.112E+00	-7.342E+00	-7.575E+00	-7.811E+00	-8.049E+00	-8.276E+00	-8.495E+00	-8.724E+00	-8.966E+00	-9.220E+00	-9.488E+00	-9.773E+00	-1.008E+01	-1.040E+01
1.931E-01	-5.515E-03	-2.127E-01	-4.240E-01	-6.423E-01	-8.742E-01	-1.190E+00	-1.503E+00	-1.805E+00	-2.101E+00	-2.396E+00	-2.692E+00	-2.990E+00	-3.294E+00	-3.595E+00	-3.892E+00	-4.190E+00	-4.488E+00	-4.779E+00	-5.064E+00	-5.343E+00	-5.615E+00	-5.882E+00	-6.144E+00	-6.385E+00	-6.624E+00	-6.855E+00	-7.086E+00	-7.319E+00	-7.555E+00	-7.794E+00	-8.034E+00	-8.261E+00	-8.479E+00	-8.708E+00	-8.948E+00	-9.201E+00	-9.468E+00	-9.751E+00	-1.005E+01	-1.037E+01
1.980E-01	-3.656E-02	-2.540E-01	-4.471E-01	-6.419E-01	-8.505E-01	-1.076E+00	-1.358E+00	-1.670E+00	-2.003E+00	-2.367E+00	-2.709E+00	-3.032E+00	-3.351E+00	-3.666E+00	-3.977E+00	-4.283E+00	-4.586E+00	-4.885E+00	-5.173E+00	-5.490E+00	-5.783E+00	-6.068E+00	-6.347E+00	-6.604E+00	-6.852E+00	-7.092E+00	-7.335E+00	-7.582E+00	-7.833E+00	-8.087E+00	-8.338E+00	-8.591E+00	-8.852E+00	-9.121E+00	-9.405E+00	-9.698E+00	-1.001E+01	-1.033E+01	-1.064E+01	-1.097E+01
3.702E-01	9.713E-02	-1.507E-01	-4.096E-01	-7.261E-01	-1.039E+00	-1.344E+00	-1.642E+00	-1.937E+00	-2.229E+00	-2.523E+00	-2.821E+00	-3.120E+00	-3.422E+00	-3.731E+00	-4.044E+00	-4.358E+00	-4.671E+00	-5.006E+00	-5.334E+00	-5.653E+00	-5.963E+00	-6.266E+00	-6.562E+00	-6.850E+00	-7.115E+00	-7.376E+00	-7.633E+00	-7.884E+00	-8.138E+00	-8.396E+00	-8.656E+00	-8.919E+00	-9.186E+00	-9.459E+00	-9.734E+00	-1.001E+01	-1.029E+01	-1.057E+01	-1.085E+01	-1.114E+01
4.298E-01	1.178E-01	-1.508E-01	-4.114E-01	-6.842E-01	-1.011E+00	-1.337E+00	-1.647E+00	-1.968E+00	-2.305E+00	-2.642E+00	-2.996E+00	-3.358E+00	-3.706E+00	-4.042E+00	-4.366E+00	-4.679E+00	-4.978E+00	-5.257E+00	-5.531E+00	-5.803E+00	-6.068E+00	-6.319E+00	-6.571E+00	-6.825E+00	-7.080E+00	-7.336E+00	-7.594E+00	-7.853E+00	-8.114E+00	-8.370E+00	-8.617E+00	-8.870E+00	-9.139E+00	-9.431E+00	-9.724E+00	-1.001E+01	-1.030E+01	-1.059E+01	-1.088E+01	-1.117E+01
3.577E-01	8.893E-02	-1.493E-01	-3.994E-01	-6.620E-01	-9.750E-01	-1.289E+00	-1.608E+00	-1.931E+00	-2.260E+00	-2.592E+00	-2.929E+00	-3.297E+00	-3.659E+00	-4.024E+00	-4.387E+00	-4.739E+00	-5.080E+00	-5.412E+00	-5.734E+00	-6.048E+00	-6.353E+00	-6.645E+00	-6.932E+00	-7.212E+00	-7.473E+00	-7.731E+00	-7.975E+00	-8.214E+00	-8.459E+00	-8.711E+00	-8.986E+00	-9.267E+00	-9.549E+00	-9.834E+00	-1.012E+01	-1.040E+01	-1.069E+01	-1.097E+01	-1.127E+01	-1.156E+01
3.329E-01	5.259E-02	-1.719E-01	-4.081E-01	-6.568E-01	-9.195E-01	-1.230E+00	-1.547E+00	-1.871E+00	-2.200E+00	-2.536E+00	-2.896E+00	-3.257E+00	-3.629E+00	-4.007E+00	-4.375E+00	-4.732E+00	-5.081E+00	-5.429E+00	-5.774E+00	-6.104E+00	-6.421E+00	-6.725E+00	-7.017E+00	-7.299E+00	-7.544E+00	-7.778E+00	-8.005E+00	-8.235E+00	-8.469E+00	-8.708E+00	-8.943E+00	-9.166E+00	-9.401E+00	-9.648E+00	-9.909E+00	-1.022E+01	-1.055E+01	-1.088E+01	-1.121E+01	-1.154E+01
