  747.   9.72
  772.   0
  804.   4.16
  815.   9.72
  825.   13.88
  840.   19.44
  898.   13.88
  980.   19.44
 1065.   27.77
 1115.   33.33
 1159.   0
 1183.   4.16
 1196.   0

float brakePedalPosition
    0.   0.04
  
id activeLateralDriver latDriverId
    0.   fixedSteerAngle
   11.   pathFollower
   28.   fixedSteerAngle
   49.   pathFollower
   96.   fixedSteerAngle
  117.   pathFollower
  188.   fixedSteerAngle
  206.   pathFollower
  223.   fixedSteerAngle
  244.   pathFollower
  291.   fixedSteerAngle
  312.   pathFollower
  383.   fixedSteerAngle
  401.   pathFollower
  418.   fixedSteerAngle
  439.   pathFollower
  486.   fixedSteerAngle
  507.   pathFollower
  578.   fixedSteerAngle
  596.   pathFollower
  613.   fixedSteerAngle
  634.   pathFollower
  681.   fixedSteerAngle
  702.   pathFollower
  773.   fixedSteerAngle
  800.   pathFollower
 1160.   fixedSteerAngle
 1180.   pathFollower
 1197.   fixedSteerAngle

float steeringAngleTarget
    0.   0.
