# Table format: XY
# axis1_unit = null
# axis2_unit = m
# axis3_unit = m
# axis4_unit = m
# axis5_unit = m
# axis6_unit = m
# axis7_unit = m**3
# axis8_unit = m**2
# axis9_unit = m**2
# axis10_unit = m**2
# axis11_unit = m**2
# axis12_unit = m**2
# axis13_unit = m**2
# axis14_unit = m**2
# S1 wet A : Area of FWD
# S2 wet A : Area of Left
# S3 wet A : Area of AFT
# S4 wet A : Area of Right
# S5 wet A : Area of Top
# S6 wet A : Area of Bottom
#C	COGx        	COGy        	COGz        	hfl/minPt   	hfl/refPt   	vol         	FS area     	S1 wet A    	S2 wet A    	S3 wet A    	S4 wet A    	S5 wet A    	S6 wet A    	zeros
"# Orientation 1 : pitch = -20.0 degree ;   roll = -20.0 degree"														
23	3.059954E-02	5.208653E-03	-1.814702E-01	2.213415E-01	-1.093293E-01	6.897767E-02	5.124185E-01	5.110541E-02	1.910945E-01	8.684992E-02	8.481621E-02	0.000000E+00	5.000000E-01	0.000000E+00
24	3.739531E-02	1.680669E-03	-1.923139E-01	2.013415E-01	-1.293293E-01	5.872929E-02	5.124185E-01	4.085703E-02	1.705977E-01	7.660155E-02	6.431945E-02	0.000000E+00	5.000000E-01	0.000000E+00
25	4.735977E-02	-4.239727E-03	-2.035143E-01	1.813415E-01	-1.493293E-01	4.848093E-02	5.124185E-01	3.060867E-02	1.501010E-01	6.635319E-02	4.382273E-02	0.000000E+00	5.000000E-01	0.000000E+00
26	6.274892E-02	-1.431311E-02	-2.153313E-01	1.613415E-01	-1.693293E-01	3.825356E-02	5.072179E-01	2.072307E-02	1.296043E-01	5.610481E-02	2.440461E-02	0.000000E+00	4.949255E-01	0.000000E+00
27	8.397682E-02	-2.971705E-02	-2.279014E-01	1.413415E-01	-1.893293E-01	2.837533E-02	4.758838E-01	1.266047E-02	1.091075E-01	4.585645E-02	1.040674E-02	0.000000E+00	4.643507E-01	0.000000E+00
28	1.099542E-01	-5.064297E-02	-2.412074E-01	1.213415E-01	-2.093293E-01	1.940710E-02	4.162154E-01	6.574341E-03	8.861075E-02	3.560806E-02	2.285508E-03	0.000000E+00	4.061283E-01	0.000000E+00
29	1.427628E-01	-7.602099E-02	-2.552091E-01	1.013415E-01	-2.293293E-01	1.191544E-02	3.284104E-01	2.464721E-03	6.811403E-02	2.537347E-02	0.000000E+00	0.000000E+00	3.204513E-01	0.000000E+00
30	1.923075E-01	-1.007603E-01	-2.697152E-01	8.134150E-02	-2.493293E-01	6.335485E-03	2.295859E-01	3.315896E-04	4.761730E-02	1.634669E-02	0.000000E+00	0.000000E+00	2.240218E-01	0.000000E+00
31	2.609369E-01	-1.235031E-01	-2.846647E-01	6.134150E-02	-2.693293E-01	2.724974E-03	1.332690E-01	0.000000E+00	2.764069E-02	9.296379E-03	0.000000E+00	0.000000E+00	1.300392E-01	0.000000E+00
32	3.317409E-01	-1.460183E-01	-2.996646E-01	4.134150E-02	-2.893293E-01	8.341773E-04	6.053315E-02	0.000000E+00	1.255489E-02	4.222580E-03	0.000000E+00	0.000000E+00	5.906612E-02	0.000000E+00
33	4.025449E-01	-1.685335E-01	-3.146646E-01	2.134150E-02	-3.093293E-01	1.147562E-04	1.613139E-02	0.000000E+00	3.345734E-03	1.125269E-03	0.000000E+00	0.000000E+00	1.574044E-02	0.000000E+00
34	4.733491E-01	-1.910488E-01	-3.296647E-01	1.341501E-03	-3.293293E-01	2.850110E-08	6.373756E-05	0.000000E+00	1.321950E-05	4.446108E-06	0.000000E+00	0.000000E+00	6.219287E-05	0.000000E+00
35	4.780275E-01	-1.925365E-01	-3.306558E-01	0.000000E+00	-3.306708E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 350 : pitch = 6.0 degree ;   roll = 12.0 degree"														
1	3.777122E-08	-3.451378E-09	-1.714040E-08	6.943094E-01	3.471547E-01	2.500000E-01	0.000000E+00	2.500000E-01	5.000000E-01	2.500000E-01	5.000000E-01	5.000000E-01	5.000000E-01	0.000000E+00
2	1.064917E-04	-4.312741E-05	-8.428321E-05	6.743094E-01	3.271547E-01	2.499366E-01	9.512255E-03	2.490057E-01	5.000000E-01	2.500000E-01	4.980331E-01	4.907466E-01	5.000000E-01	0.000000E+00
3	7.589241E-04	-2.996956E-04	-6.449245E-04	6.543094E-01	3.071547E-01	2.494927E-01	3.804902E-02	2.460228E-01	5.000000E-01	2.500000E-01	4.921325E-01	4.629863E-01	5.000000E-01	0.000000E+00
4	2.252974E-03	-8.606647E-04	-2.083691E-03	6.343094E-01	2.871547E-01	2.482878E-01	8.561029E-02	2.410513E-01	5.000000E-01	2.500000E-01	4.822981E-01	4.167192E-01	5.000000E-01	0.000000E+00
5	4.623630E-03	-1.686889E-03	-4.738676E-03	6.143094E-01	2.671547E-01	2.459414E-01	1.521961E-01	2.340912E-01	5.000000E-01	2.500000E-01	4.685300E-01	3.519453E-01	5.000000E-01	0.000000E+00
6	7.651486E-03	-2.607826E-03	-8.911940E-03	5.943094E-01	2.471547E-01	2.420731E-01	2.378064E-01	2.251424E-01	5.000000E-01	2.500000E-01	4.508281E-01	2.686645E-01	5.000000E-01	0.000000E+00
7	1.084761E-02	-3.333065E-03	-1.483800E-02	5.743094E-01	2.271547E-01	2.363681E-01	3.301850E-01	2.148912E-01	4.986428E-01	2.494050E-01	4.303695E-01	1.787996E-01	5.000000E-01	0.000000E+00
8	1.363490E-02	-3.612686E-03	-2.230044E-02	5.543094E-01	2.071547E-01	2.289915E-01	4.042996E-01	2.046115E-01	4.934082E-01	2.468723E-01	4.098101E-01	1.067017E-01	5.000000E-01	0.000000E+00
9	1.564870E-02	-3.306899E-03	-3.092656E-02	5.343094E-01	1.871547E-01	2.203229E-01	4.593896E-01	1.943318E-01	4.842399E-01	2.423511E-01	3.892507E-01	5.311070E-02	5.000000E-01	0.000000E+00
10	1.676128E-02	-2.396542E-03	-4.038002E-02	5.143094E-01	1.671547E-01	2.107427E-01	4.954552E-01	1.840521E-01	4.711378E-01	2.358413E-01	3.686912E-01	1.802651E-02	5.000000E-01	0.000000E+00
11	1.713876E-02	-1.018468E-03	-5.033234E-02	4.943094E-01	1.471547E-01	2.006315E-01	5.124962E-01	1.737724E-01	4.541020E-01	2.273428E-01	3.481318E-01	1.449187E-03	5.000000E-01	0.000000E+00
12	1.729576E-02	5.036409E-04	-6.045310E-02	4.743094E-01	1.271547E-01	1.903557E-01	5.139860E-01	1.634926E-01	4.338506E-01	2.172188E-01	3.275723E-01	0.000000E+00	5.000000E-01	0.000000E+00
13	1.758019E-02	1.961749E-03	-7.059193E-02	4.543094E-01	1.071547E-01	1.800760E-01	5.139860E-01	1.532129E-01	4.132912E-01	2.069391E-01	3.070129E-01	0.000000E+00	5.000000E-01	0.000000E+00
14	1.802627E-02	3.337648E-03	-8.074755E-02	4.343094E-01	8.715471E-02	1.697963E-01	5.139860E-01	1.429332E-01	3.927317E-01	1.966594E-01	2.864535E-01	0.000000E+00	5.000000E-01	0.000000E+00
15	1.866535E-02	4.615408E-03	-9.092325E-02	4.143094E-01	6.715471E-02	1.595166E-01	5.139860E-01	1.326535E-01	3.721723E-01	1.863797E-01	2.658940E-01	0.000000E+00	5.000000E-01	0.000000E+00
16	1.953731E-02	5.774748E-03	-1.011231E-01	3.943094E-01	4.715471E-02	1.492368E-01	5.139860E-01	1.223738E-01	3.516128E-01	1.760999E-01	2.453346E-01	0.000000E+00	5.000000E-01	0.000000E+00
17	2.069370E-02	6.789398E-03	-1.113526E-01	3.743094E-01	2.715471E-02	1.389571E-01	5.139860E-01	1.120941E-01	3.310534E-01	1.658202E-01	2.247752E-01	0.000000E+00	5.000000E-01	0.000000E+00
18	2.220283E-02	7.624697E-03	-1.216187E-01	3.543094E-01	7.154714E-03	1.286774E-01	5.139860E-01	1.018143E-01	3.104940E-01	1.555405E-01	2.042157E-01	0.000000E+00	5.000000E-01	0.000000E+00
19	2.415655E-02	8.233901E-03	-1.319311E-01	3.343094E-01	-1.284529E-02	1.183977E-01	5.139860E-01	9.153460E-02	2.899345E-01	1.452608E-01	1.836563E-01	0.000000E+00	5.000000E-01	0.000000E+00
20	2.668164E-02	8.552533E-03	-1.423028E-01	3.143094E-01	-3.284529E-02	1.081180E-01	5.139860E-01	8.125489E-02	2.693751E-01	1.349811E-01	1.630968E-01	0.000000E+00	5.000000E-01	0.000000E+00
21	2.995817E-02	8.488994E-03	-1.527527E-01	2.943094E-01	-5.284529E-02	9.783826E-02	5.139860E-01	7.097517E-02	2.488157E-01	1.247013E-01	1.425374E-01	0.000000E+00	5.000000E-01	0.000000E+00
22	3.425083E-02	7.908698E-03	-1.633081E-01	2.743094E-01	-7.284529E-02	8.755855E-02	5.139860E-01	6.069546E-02	2.282562E-01	1.144216E-01	1.219780E-01	0.000000E+00	5.000000E-01	0.000000E+00
23	3.996519E-02	6.605413E-03	-1.740114E-01	2.543094E-01	-9.284529E-02	7.727882E-02	5.139860E-01	5.041574E-02	2.076968E-01	1.041419E-01	1.014185E-01	0.000000E+00	5.000000E-01	0.000000E+00
24	4.775564E-02	4.246336E-03	-1.849305E-01	2.343094E-01	-1.128453E-01	6.699910E-02	5.139860E-01	4.013601E-02	1.871373E-01	9.386218E-02	8.085906E-02	0.000000E+00	5.000000E-01	0.000000E+00
25	5.875079E-02	2.574588E-04	-1.961827E-01	2.143094E-01	-1.328453E-01	5.671939E-02	5.139860E-01	2.985630E-02	1.665779E-01	8.358247E-02	6.029965E-02	0.000000E+00	5.000000E-01	0.000000E+00
26	7.483808E-02	-6.319973E-03	-2.079641E-01	1.943094E-01	-1.528453E-01	4.645963E-02	5.095840E-01	2.003671E-02	1.460185E-01	7.330274E-02	4.065040E-02	0.000000E+00	4.957178E-01	0.000000E+00
27	9.682886E-02	-1.588638E-02	-2.203578E-01	1.743094E-01	-1.728453E-01	3.646079E-02	4.871300E-01	1.210409E-02	1.254590E-01	6.302304E-02	2.473386E-02	0.000000E+00	4.738748E-01	0.000000E+00
28	1.247412E-01	-2.843392E-02	-2.333639E-01	1.543094E-01	-1.928453E-01	2.710125E-02	4.456513E-01	6.160047E-03	1.048996E-01	5.274330E-02	1.275103E-02	0.000000E+00	4.335248E-01	0.000000E+00
29	1.591028E-01	-4.423064E-02	-2.470372E-01	1.343094E-01	-2.128453E-01	1.876155E-02	3.851483E-01	2.204627E-03	8.434015E-02	4.246359E-02	4.701991E-03	0.000000E+00	3.746681E-01	0.000000E+00
30	2.006303E-01	-6.373157E-02	-2.614616E-01	1.143094E-01	-2.328453E-01	1.182216E-02	3.056208E-01	2.378053E-04	6.378073E-02	3.218388E-02	5.866881E-04	0.000000E+00	2.973046E-01	0.000000E+00
31	2.468994E-01	-8.606439E-02	-2.764227E-01	9.430945E-02	-2.528453E-01	6.649165E-03	2.115112E-01	0.000000E+00	4.373475E-02	2.210894E-02	0.000000E+00	0.000000E+00	2.057558E-01	0.000000E+00
32	2.934202E-01	-1.086485E-01	-2.914227E-01	7.430945E-02	-2.728453E-01	3.252623E-03	1.313140E-01	0.000000E+00	2.715216E-02	1.372605E-02	0.000000E+00	0.000000E+00	1.277409E-01	0.000000E+00
33	3.399409E-01	-1.312325E-01	-3.064226E-01	5.430945E-02	-2.928453E-01	1.269779E-03	7.014133E-02	0.000000E+00	1.450331E-02	7.331766E-03	0.000000E+00	0.000000E+00	6.823273E-02	0.000000E+00
34	3.864618E-01	-1.538167E-01	-3.214227E-01	3.430945E-02	-3.128453E-01	3.201411E-04	2.799301E-02	0.000000E+00	5.788190E-03	2.926066E-03	0.000000E+00	0.000000E+00	2.723130E-02	0.000000E+00
35	4.329825E-01	-1.764007E-01	-3.364227E-01	1.430945E-02	-3.328453E-01	2.322564E-05	4.869307E-03	0.000000E+00	1.006840E-03	5.089812E-04	0.000000E+00	0.000000E+00	4.736809E-03	0.000000E+00
36	4.662203E-01	-1.925364E-01	-3.471397E-01	0.000000E+00	-3.471547E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 351 : pitch = 8.0 degree ;   roll = 12.0 degree"														
1	-7.560518E-09	-3.451378E-09	-1.610158E-08	7.264314E-01	3.632156E-01	2.500000E-01	0.000000E+00	2.500000E-01	5.000000E-01	2.500000E-01	5.000000E-01	5.000000E-01	5.000000E-01	0.000000E+00
2	8.063752E-05	-3.265190E-05	-6.695212E-05	7.064314E-01	3.432156E-01	2.499519E-01	7.205858E-03	2.489971E-01	5.000000E-01	2.500000E-01	4.985164E-01	4.930202E-01	5.000000E-01	0.000000E+00
3	5.935355E-04	-2.266203E-04	-5.130482E-04	6.864314E-01	3.232156E-01	2.496157E-01	2.882344E-02	2.459885E-01	5.000000E-01	2.500000E-01	4.940656E-01	4.720808E-01	5.000000E-01	0.000000E+00
4	1.832358E-03	-6.493812E-04	-1.659603E-03	6.664314E-01	3.032156E-01	2.487029E-01	6.485274E-02	2.409742E-01	5.000000E-01	2.500000E-01	4.866475E-01	4.371818E-01	5.000000E-01	0.000000E+00
5	3.949217E-03	-1.267958E-03	-3.775404E-03	6.464314E-01	2.832156E-01	2.469255E-01	1.152938E-01	2.339542E-01	5.000000E-01	2.500000E-01	4.762623E-01	3.883232E-01	5.000000E-01	0.000000E+00
6	6.965034E-03	-1.948017E-03	-7.093207E-03	6.264314E-01	2.632156E-01	2.439951E-01	1.801465E-01	2.249284E-01	5.000000E-01	2.500000E-01	4.629099E-01	3.255049E-01	5.000000E-01	0.000000E+00
7	1.071953E-02	-2.484385E-03	-1.179886E-02	6.064314E-01	2.432156E-01	2.396533E-01	2.541705E-01	2.146263E-01	4.989210E-01	2.500000E-01	4.465903E-01	2.538032E-01	5.000000E-01	0.000000E+00
8	1.459789E-02	-2.823565E-03	-1.789218E-02	5.864314E-01	2.232156E-01	2.338281E-01	3.283383E-01	2.043024E-01	4.949070E-01	2.499983E-01	4.273060E-01	1.819622E-01	5.000000E-01	0.000000E+00
9	1.790535E-02	-2.943773E-03	-2.528216E-02	5.664314E-01	2.032156E-01	2.265735E-01	3.947167E-01	1.939785E-01	4.879258E-01	2.489125E-01	4.066582E-01	1.176662E-01	5.000000E-01	0.000000E+00
10	2.038663E-02	-2.703551E-03	-3.372626E-02	5.464314E-01	1.832156E-01	2.181355E-01	4.466834E-01	1.836546E-01	4.779773E-01	2.458210E-01	3.860105E-01	6.732980E-02	5.000000E-01	0.000000E+00
11	2.199357E-02	-2.009932E-03	-4.297035E-02	5.264314E-01	1.632156E-01	2.088023E-01	4.842383E-01	1.733308E-01	4.650617E-01	2.407237E-01	3.653627E-01	3.095301E-02	5.000000E-01	0.000000E+00
12	2.283197E-02	-8.755659E-04	-5.277293E-02	5.064314E-01	1.432156E-01	1.988621E-01	5.073815E-01	1.630069E-01	4.491789E-01	2.336208E-01	3.447150E-01	8.535817E-03	5.000000E-01	0.000000E+00
13	2.321570E-02	5.485977E-04	-6.288812E-02	4.864314E-01	1.232156E-01	1.886031E-01	5.161131E-01	1.526830E-01	4.303289E-01	2.245121E-01	3.240672E-01	7.822164E-05	5.000000E-01	0.000000E+00
14	2.363884E-02	1.987513E-03	-7.308596E-02	4.664314E-01	1.032156E-01	1.782793E-01	5.161938E-01	1.423591E-01	4.096977E-01	2.141994E-01	3.034195E-01	0.000000E+00	5.000000E-01	0.000000E+00
15	2.428662E-02	3.339555E-03	-8.330819E-02	4.464314E-01	8.321564E-02	1.679554E-01	5.161938E-01	1.320353E-01	3.890500E-01	2.038756E-01	2.827717E-01	0.000000E+00	5.000000E-01	0.000000E+00
16	2.520334E-02	4.587543E-03	-9.355952E-02	4.264314E-01	6.321564E-02	1.576315E-01	5.161938E-01	1.217114E-01	3.684022E-01	1.935517E-01	2.621239E-01	0.000000E+00	5.000000E-01	0.000000E+00
17	2.644550E-02	5.709585E-03	-1.038461E-01	4.064314E-01	4.321564E-02	1.473077E-01	5.161938E-01	1.113875E-01	3.477545E-01	1.832278E-01	2.414762E-01	0.000000E+00	5.000000E-01	0.000000E+00
18	2.808677E-02	6.677222E-03	-1.141758E-01	3.864314E-01	2.321564E-02	1.369838E-01	5.161938E-01	1.010636E-01	3.271067E-01	1.729039E-01	2.208284E-01	0.000000E+00	5.000000E-01	0.000000E+00
19	3.022467E-02	7.452678E-03	-1.245593E-01	3.664314E-01	3.215639E-03	1.266599E-01	5.161938E-01	9.073975E-02	3.064589E-01	1.625801E-01	2.001807E-01	0.000000E+00	5.000000E-01	0.000000E+00
20	3.299152E-02	7.984814E-03	-1.350109E-01	3.464314E-01	-1.678436E-02	1.163360E-01	5.161938E-01	8.041589E-02	2.858112E-01	1.522562E-01	1.795330E-01	0.000000E+00	5.000000E-01	0.000000E+00
21	3.657096E-02	8.202534E-03	-1.455504E-01	3.264314E-01	-3.678436E-02	1.060122E-01	5.161938E-01	7.009201E-02	2.651634E-01	1.419323E-01	1.588852E-01	0.000000E+00	5.000000E-01	0.000000E+00
22	4.122596E-02	8.004081E-03	-1.562064E-01	3.064314E-01	-5.678436E-02	9.568828E-02	5.161938E-01	5.976814E-02	2.445157E-01	1.316084E-01	1.382375E-01	0.000000E+00	5.000000E-01	0.000000E+00
23	4.734694E-02	7.238429E-03	-1.670210E-01	2.864314E-01	-7.678436E-02	8.536440E-02	5.161938E-01	4.944426E-02	2.238679E-01	1.212846E-01	1.175897E-01	0.000000E+00	5.000000E-01	0.000000E+00
24	5.553883E-02	5.671498E-03	-1.780597E-01	2.664314E-01	-9.678436E-02	7.504052E-02	5.161938E-01	3.912037E-02	2.032202E-01	1.109607E-01	9.694192E-02	0.000000E+00	5.000000E-01	0.000000E+00
25	6.679266E-02	2.919819E-03	-1.894299E-01	2.464314E-01	-1.167844E-01	6.471666E-02	5.161938E-01	2.879651E-02	1.825724E-01	1.006368E-01	7.629419E-02	0.000000E+00	5.000000E-01	0.000000E+00
26	8.260589E-02	-1.571778E-03	-2.012910E-01	2.264314E-01	-1.367844E-01	5.441595E-02	5.117614E-01	1.908950E-02	1.619247E-01	9.031292E-02	5.655901E-02	0.000000E+00	4.957066E-01	0.000000E+00
27	1.035982E-01	-7.834289E-03	-2.136885E-01	2.064314E-01	-1.567844E-01	4.434180E-02	4.932525E-01	1.134157E-02	1.412769E-01	7.998906E-02	3.972203E-02	0.000000E+00	4.777784E-01	0.000000E+00
28	1.299232E-01	-1.566542E-02	-2.266117E-01	1.864314E-01	-1.767844E-01	3.478192E-02	4.603319E-01	5.599339E-03	1.206292E-01	6.966516E-02	2.585221E-02	0.000000E+00	4.458905E-01	0.000000E+00
29	1.617842E-01	-2.506309E-02	-2.400743E-01	1.664314E-01	-1.967844E-01	2.602459E-02	4.129996E-01	1.862852E-03	9.998142E-02	5.934129E-02	1.494964E-02	0.000000E+00	4.000431E-01	0.000000E+00
30	1.986520E-01	-3.649390E-02	-2.540888E-01	1.464314E-01	-2.167844E-01	1.835803E-02	3.512557E-01	1.320844E-04	7.933368E-02	4.901743E-02	7.014261E-03	0.000000E+00	3.402362E-01	0.000000E+00
31	2.366218E-01	-5.158127E-02	-2.685583E-01	1.264314E-01	-2.367844E-01	1.205802E-02	2.780245E-01	0.000000E+00	5.928805E-02	3.869353E-02	2.046074E-03	0.000000E+00	2.693024E-01	0.000000E+00
32	2.720147E-01	-7.187301E-02	-2.833931E-01	1.064314E-01	-2.567844E-01	7.239332E-03	2.038444E-01	0.000000E+00	4.201428E-02	2.836966E-02	4.510501E-05	0.000000E+00	1.974495E-01	0.000000E+00
33	3.061929E-01	-9.454099E-02	-2.983922E-01	8.643136E-02	-2.767844E-01	3.877210E-03	1.345764E-01	0.000000E+00	2.770771E-02	1.872942E-02	0.000000E+00	0.000000E+00	1.303546E-01	0.000000E+00
34	3.403643E-01	-1.172221E-01	-3.133922E-01	6.643136E-02	-2.967844E-01	1.760452E-03	7.950094E-02	0.000000E+00	1.636831E-02	1.106439E-02	0.000000E+00	0.000000E+00	7.700686E-02	0.000000E+00
35	3.745357E-01	-1.399032E-01	-3.283922E-01	4.643136E-02	-3.167844E-01	6.010901E-04	3.883731E-02	0.000000E+00	7.996148E-03	5.405110E-03	0.000000E+00	0.000000E+00	3.761892E-02	0.000000E+00
36	4.087071E-01	-1.625843E-01	-3.433922E-01	2.643136E-02	-3.367844E-01	1.108831E-04	1.258538E-02	0.000000E+00	2.591183E-03	1.751547E-03	0.000000E+00	0.000000E+00	1.219056E-02	0.000000E+00
37	4.428787E-01	-1.852655E-01	-3.583922E-01	6.431363E-03	-3.567844E-01	1.597401E-06	7.451302E-04	0.000000E+00	1.534136E-04	1.037021E-04	0.000000E+00	0.000000E+00	7.217543E-04	0.000000E+00
38	4.538329E-01	-1.925362E-01	-3.632007E-01	0.000000E+00	-3.632157E-01	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00	0.000000E+00
"# Orientation 352 : pitch = 10.0 degree ;   roll = 12.0 degree"														
1	-3.632064E-08	-3.451378E-09	-1.312369E-08	7.576684E-01	3.788342E-01	2.500000E-01	0.000000E+00	2.500000E-01	5.000000E-01	2.500000E-01	5.000000E-01	5.000000E-01	5.000000E-01	0.000000E+00
2	6.451551E-05	-2.643811E-05	-5.668224E-05	7.376684E-01	3.588342E-01	2.499610E-01	5.839473E-03	2.489860E-01	5.000000E-01	2.500000E-01	4.988043E-01	4.943749E-01	5.000000E-01	0.000000E+00
3	4.835958E-04	-1.832877E-04	-4.351270E-04	7.176684E-01	3.388342E-01	2.496885E-01	2.335789E-02	2.459439E-01	5.000000E-01	2.500000E-01	4.952174E-01	4.774996E-01	5.000000E-01	0.000000E+00
4	1.524770E-03	-5.241369E-04	-1.409529E-03	6.976684E-01	3.188342E-01	2.489489E-01	5.255525E-02	2.408739E-01	5.000000E-01	2.500000E-01	4.892391E-01	4.493742E-01	5.000000E-01	0.000000E+00
5	3.367626E-03	-1.020033E-03	-3.209515E-03	6.776684E-01	2.988342E-01	2.475085E-01	9.343154E-02	2.337758E-01	5.000000E-01	2.500000E-01	4.808696E-01	4.099985E-01	5.000000E-01	0.000000E+00
6	6.113195E-03	-1.558814E-03	-6.031526E-03	6.576684E-01	2.788342E-01	2.451337E-01	1.459868E-01	2.246496E-01	5.000000E-01	2.500000E-01	4.701087E-01	3.593727E-01	5.000000E-01	0.000000E+00
7	9.743773E-03	-1.974005E-03	-1.002307E-02	6.376684E-01	2.588342E-01	2.416178E-01	2.056868E-01	2.142828E-01	4.990716E-01	2.500000E-01	4.569566E-01	3.018645E-01	5.000000E-01	0.000000E+00
8	1.391205E-02	-2.226297E-03	-1.516278E-02	6.176684E-01	2.388342E-01	2.369062E-01	2.654693E-01	2.039017E-01	4.957688E-01	2.500000E-01	4.414132E-01	2.442768E-01	5.000000E-01	0.000000E+00
9	1.814678E-02	-2.331871E-03	-2.139376E-02	5.976684E-01	2.188342E-01	2.309990E-01	3.252517E-01	1.935206E-01	4.900747E-01	2.500000E-01	4.234784E-01	1.866891E-01	5.000000E-01	0.000000E+00
10	2.193727E-02	-2.302844E-03	-2.868731E-02	5.776684E-01	1.988342E-01	2.238974E-01	3.844453E-01	1.831395E-01	4.819893E-01	2.498977E-01	4.032730E-01	1.296687E-01	5.000000E-01	0.000000E+00
11	2.491274E-02	-2.084616E-03	-3.696009E-02	5.576684E-01	1.788342E-01	2.156867E-01	4.346791E-01	1.727584E-01	4.715126E-01	2.482396E-01	3.825107E-01	8.127907E-02	5.000000E-01	0.000000E+00
12	2.704080E-02	-1.553405E-03	-4.601751E-02	5.376684E-01	1.588342E-01	2.065881E-01	4.732340E-01	1.623772E-01	4.586446E-01	2.445535E-01	3.617485E-01	4.413960E-02	5.000000E-01	0.000000E+00
13	2.840629E-02	-6.522571E-04	-5.566758E-02	5.176684E-01	1.388342E-01	1.968352E-01	5.001100E-01	1.519961E-01	4.433853E-01	2.388393E-01	3.409863E-01	1.825031E-02	5.000000E-01	0.000000E+00
14	2.921953E-02	5.771930E-04	-6.572079E-02	4.976684E-01	1.188342E-01	1.866615E-01	5.153071E-01	1.416150E-01	4.257347E-01	2.310972E-01	3.202240E-01	3.611182E-03	5.000000E-01	0.000000E+00
15	2.986410E-02	1.962688E-03	-7.597862E-02	4.776684E-01	9.883417E-02	1.763004E-01	5.190559E-01	1.312339E-01	4.057400E-01	2.213670E-01	2.994618E-01	0.000000E+00	5.000000E-01	0.000000E+00
16	3.075256E-02	3.285136E-03	-8.629051E-02	4.576684E-01	7.883417E-02	1.659193E-01	5.190559E-01	1.208528E-01	3.849778E-01	2.109859E-01	2.786995E-01	0.000000E+00	5.000000E-01	0.000000E+00
17	3.199502E-02	4.495990E-03	-9.664402E-02	4.376684E-01	5.883417E-02	1.555382E-01	5.190559E-01	1.104717E-01	3.642156E-01	2.006048E-01	2.579373E-01	0.000000E+00	5.000000E-01	0.000000E+00
18	3.366735E-02	5.571317E-03	-1.070481E-01	4.176684E-01	3.883417E-02	1.451571E-01	5.190559E-01	1.000905E-01	3.434533E-01	1.902237E-01	2.371751E-01	0.000000E+00	5.000000E-01	0.000000E+00
19	3.586897E-02	6.479811E-03	-1.175144E-01	3.976684E-01	1.883417E-02	1.347760E-01	5.190559E-01	8.970941E-02	3.226911E-01	1.798425E-01	2.164128E-01	0.000000E+00	5.000000E-01	0.000000E+00
20	3.873231E-02	7.179689E-03	-1.280586E-01	3.776684E-01	-1.165829E-03	1.243949E-01	5.190559E-01	7.932831E-02	3.019289E-01	1.694614E-01	1.956506E-01	0.000000E+00	5.000000E-01	0.000000E+00
21	4.243823E-02	7.613983E-03	-1.387019E-01	3.576684E-01	-2.116583E-02	1.140137E-01	5.190559E-01	6.894718E-02	2.811666E-01	1.590803E-01	1.748884E-01	0.000000E+00	5.000000E-01	0.000000E+00
22	4.723986E-02	7.702854E-03	-1.494740E-01	3.376684E-01	-4.116583E-02	1.036326E-01	5.190559E-01	5.856608E-02	2.604044E-01	1.486992E-01	1.541261E-01	0.000000E+00	5.000000E-01	0.000000E+00
23	5.350312E-02	7.330980E-03	-1.604180E-01	3.176684E-01	-6.116583E-02	9.325151E-02	5.190559E-01	4.818495E-02	2.396422E-01	1.383181E-01	1.333639E-01	0.000000E+00	5.000000E-01	0.000000E+00
24	6.177738E-02	6.325167E-03	-1.715986E-01	2.976684E-01	-8.116583E-02	8.287039E-02	5.190559E-01	3.780383E-02	2.188799E-01	1.279369E-01	1.126016E-01	0.000000E+00	5.000000E-01	0.000000E+00
25	7.292654E-02	4.413095E-03	-1.831173E-01	2.776684E-01	-1.011658E-01	7.248928E-02	5.190559E-01	2.742272E-02	1.981177E-01	1.175558E-01	9.183943E-02	0.000000E+00	5.000000E-01	0.000000E+00
26	8.810654E-02	1.273241E-03	-1.951056E-01	2.576684E-01	-1.211658E-01	6.213825E-02	5.141368E-01	1.789579E-02	1.773554E-01	1.071747E-01	7.208439E-02	0.000000E+00	4.952615E-01	0.000000E+00
27	1.076808E-01	-2.954844E-03	-2.075799E-01	2.376684E-01	-1.411658E-01	5.200165E-02	4.975782E-01	1.039005E-02	1.565932E-01	9.679360E-02	5.471259E-02	0.000000E+00	4.793108E-01	0.000000E+00
28	1.317135E-01	-8.020688E-03	-2.205196E-01	2.176684E-01	-1.611658E-01	4.231298E-02	4.693406E-01	4.912321E-03	1.358310E-01	8.641247E-02	3.973205E-02	0.000000E+00	4.521099E-01	0.000000E+00
29	1.601180E-01	-1.382068E-02	-2.339066E-01	1.976684E-01	-1.811658E-01	3.330587E-02	4.294241E-01	1.462634E-03	1.150687E-01	7.603136E-02	2.714284E-02	0.000000E+00	4.136588E-01	0.000000E+00
